['A1BG', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C14orf28', '1', '0', '0', '1', '40', '0', '40', '0.314074172283229', '1\n']
['C14orf37', '2', '0', '0', '2', '70', '0', '70', '0.141067383260093', '1\n']
['C14orf39', '1', '0', '0', '1', '16', '0', '16', '0.144693199608077', '1\n']
['C14orf79', '2', '0', '0', '2', '184', '0', '184', '0.5085794484262', '1\n']
['C14orf80', '1', '0', '0', '1', '34', '0', '34', '0.275163251789021', '1\n']
['C14orf93', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['C15orf26', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['C15orf27', '5', '0', '0', '5', '11', '0', '11', '2.55416151142845e-07', '1\n']
['C15orf32', '2', '0', '0', '2', '475', '0', '475', '0.93302261534099', '1\n']
['C15orf38', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['C15orf38-AP3S2', '2', '0', '0', '2', '20', '0', '20', '0.0171192916145528', '1\n', 'ICGC_MB174']
['C15orf39', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C15orf40', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C15orf41', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['C15orf43', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C15orf48', '1', '0', '0', '1', '48', '0', '48', '0.362728491736153', '1\n']
['C15orf52', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['C15orf60', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['C15orf61', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C15orf65', '1', '0', '0', '1', '82', '0', '82', '0.533876302079228', '1\n']
['C16orf11', '1', '0', '0', '1', '4', '0', '4', '0.0449262901275587', '1\n']
['C16orf46', '4', '0', '0', '4', '50', '0', '50', '0.00153369565146669', '1\n']
['C16orf47', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C16orf58', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C16orf59', '0', '0', '0', '0', '43', '0', '43', '1', '1\n']
['C16orf62', '2', '0', '0', '2', '32', '0', '32', '0.0386929953391973', '1\n']
['C16orf71', '2', '0', '0', '2', '134', '0', '134', '0.353860693483065', '1\n']
['C16orf74', '1', '0', '0', '1', '298', '0', '298', '0.936218565331245', '1\n']
['C16orf78', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['C16orf86', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C16orf89', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['C16orf90', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['C16orf91', '3', '0', '0', '3', '12', '0', '12', '0.000320269939772179', '1\n']
['C16orf93', '2', '0', '0', '2', '470', '0', '470', '0.930461010616905', '1\n']
['C16orf96', '1', '0', '0', '1', '79', '0', '79', '0.520832678427328', '1\n']
['C17orf102', '2', '0', '1', '4', '219', '0', '219', '0.331902038254462', '0.009151065341517\n']
['C17orf107', '1', '0', '0', '1', '27', '0', '27', '0.226971459122783', '1\n']
['C17orf47', '2', '0', '0', '2', '44', '0', '44', '0.0664825037874758', '1\n']
['C17orf50', '3', '0', '0', '3', '525', '0', '525', '0.862247123929044', '1\n']
['C17orf53', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C17orf64', '1', '0', '0', '1', '94', '0', '94', '0.582598454856285', '1\n']
['C17orf66', '4', '0', '0', '4', '733', '0', '733', '0.905635732866693', '1\n']
['C17orf67', '1', '0', '0', '1', '132', '0', '132', '0.705768751263191', '1\n']
['C17orf72', '2', '0', '0', '2', '124', '0', '124', '0.320618340453785', '1\n']
['C17orf74', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['C17orf77', '1', '0', '0', '1', '14', '0', '14', '0.128819599937921', '1\n']
['C17orf78', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C17orf80', '3', '0', '0', '3', '21', '0', '21', '0.00133988991161902', '1\n']
['C17orf82', '1', '0', '0', '1', '91', '0', '91', '0.570917008937601', '1\n']
['C17orf96', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C17orf97', '1', '0', '0', '1', '77', '0', '77', '0.511934968275653', '1\n']
['C17orf99', '2', '0', '0', '2', '135', '0', '135', '0.357155108959888', '1\n']
['C18orf21', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C18orf25', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C18orf54', '1', '0', '0', '1', '35', '0', '35', '0.281798268177142', '1\n']
['C18orf8', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C19orf12', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['C19orf24', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C19orf25', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C19orf26', '4', '0', '0', '4', '223', '0', '223', '0.15611924979125', '1\n']
['C19orf40', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['C19orf43', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C19orf44', '4', '0', '0', '4', '111', '0', '111', '0.0216992023673394', '1\n']
['C19orf45', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C19orf52', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C19orf54', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C19orf55', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C19orf57', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['C19orf67', '2', '0', '0', '2', '72', '0', '72', '0.147360663535693', '1\n']
['C19orf71', '4', '0', '0', '4', '77', '0', '77', '0.00664755900994692', '1\n']
['C19orf73', '0', '0', '0', '0', '75', '0', '75', '1', '1\n']
['C19orf80', '2', '0', '0', '2', '132', '0', '132', '0.347254162702177', '1\n']
['C19orf83', '1', '0', '0', '1', '14', '0', '14', '0.128819599937921', '1\n']
['C19orf84', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C1orf100', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C1orf101', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['C1orf109', '2', '0', '0', '2', '97', '0', '97', '0.229519922366581', '1\n']
['C1orf110', '1', '0', '0', '1', '71', '0', '71', '0.484239153330622', '1\n']
['C1orf111', '2', '0', '0', '2', '16', '0', '16', '0.0116153701258641', '1\n']
['C1orf112', '5', '0', '0', '5', '6', '0', '6', '2.80624126525613e-08', '1\n']
['C1orf115', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['C1orf116', '1', '0', '0', '1', '32', '0', '32', '0.261708937648002', '1\n']
['C1orf123', '2', '0', '0', '2', '31', '0', '31', '0.0366346712838739', '1\n']
['C1orf127', '3', '0', '0', '3', '186', '0', '186', '0.25020421423938', '1\n', 'ICGC_MB302', 'ICGC_MB189']
['C1orf141', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['C1orf143', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C1orf146', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['C1orf158', '0', '0', '0', '0', '16', '0', '16', '1', '1\n']
['C1orf162', '1', '0', '0', '1', '267', '0', '267', '0.915127812804134', '1\n']
['C1orf167', '3', '0', '0', '3', '87', '0', '87', '0.0500007550134862', '1\n']
['C1orf168', '1', '0', '0', '1', '229', '0', '229', '0.879549850823055', '1\n', '161574']
['C1orf170', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['C1orf172', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C1orf173', '0', '0', '0', '0', '11', '0', '11', '1', '1\n']
['C1orf174', '1', '0', '0', '1', '13', '0', '13', '0.120772769726693', '1\n']
['C1orf177', '2', '0', '0', '2', '43', '0', '43', '0.0639684446815166', '1\n']
['C1orf180', '1', '0', '0', '1', '5', '0', '5', '0.0536666061554807', '1\n']
['C1orf185', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['C1orf186', '1', '0', '0', '1', '129', '0', '129', '0.697531631560985', '1\n', 'ICGC_MB139']
['C1orf189', '1', '0', '0', '1', '16', '0', '16', '0.144693199608077', '1\n']
['C1orf192', '0', '0', '0', '0', '58', '0', '58', '1', '1\n']
['C1orf194', '1', '0', '0', '1', '16', '0', '16', '0.144693199608077', '1\n']
['C1orf195', '1', '0', '0', '1', '27', '0', '27', '0.226971459122783', '1\n']
['C1orf204', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['C1orf216', '1', '0', '0', '1', '233', '0', '233', '0.883907203918085', '1\n']
['C1orf220', '1', '0', '0', '1', '181', '0', '181', '0.812591543324237', '1\n']
['C1ORF220', '1', '0', '0', '1', '114', '0', '114', '0.652758869048876', '1\n']
['C1orf228', '3', '0', '0', '3', '38', '0', '38', '0.00628918322116874', '1\n']
['C1orf229', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C1orf27', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['C1orf50', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['C1orf53', '0', '0', '0', '0', '47', '0', '47', '1', '1\n']
['C1orf54', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C1orf61', '1', '0', '0', '1', '19', '0', '19', '0.167963437741586', '1\n']
['C1orf63', '2', '0', '0', '2', '56', '0', '56', '0.0989562425841576', '1\n']
['C1orf87', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C1orf94', '1', '0', '0', '1', '144', '0', '144', '0.736536156832707', '1\n']
['C1QA', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['C1QL2', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C1QTNF2', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['C1QTNF4', '1', '0', '0', '1', '119', '0', '119', '0.668374216218566', '1\n']
['C1QTNF5', '2', '0', '0', '2', '194', '0', '194', '0.536544864771473', '1\n']
['C1QTNF8', '0', '0', '0', '0', '462', '0', '462', '1', '1\n']
['C1QTNF9', '2', '0', '0', '2', '10', '0', '10', '0.00519575864040577', '1\n']
['C1QTNF9B', '3', '0', '1', '5', '129', '0', '129', '0.0344522956216604', '0.009151065341517\n']
['C1RL', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C1S', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C20orf141', '1', '0', '0', '1', '166', '0', '166', '0.784837177593521', '1\n']
['C20orf144', '1', '0', '0', '1', '6', '0', '6', '0.0623270096964126', '1\n']
['C20orf166', '0', '0', '0', '0', '8', '0', '8', '1', '1\n']
['C20orf173', '1', '0', '0', '1', '110', '0', '110', '0.639739339549529', '1\n']
['C20orf194', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C20orf196', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C20orf202', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['C20orf26', '3', '0', '0', '3', '74', '0', '74', '0.033923774734335', '1\n']
['C20orf62', '1', '0', '0', '1', '51', '0', '51', '0.380071375530197', '1\n']
['C20orf78', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['C20orf85', '1', '0', '0', '1', '17', '0', '17', '0.152521307224677', '1\n']
['C20orf96', '2', '0', '0', '2', '258', '0', '258', '0.688753761381749', '1\n']
['C21orf2', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C21orf33', '1', '0', '0', '1', '16', '0', '16', '0.144693199608077', '1\n']
['C21orf49', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C21orf54', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['C21orf58', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C21orf59', '0', '0', '0', '0', '46', '0', '46', '1', '1\n']
['C22orf15', '2', '0', '0', '2', '463', '0', '463', '0.926718743249474', '1\n']
['C22orf23', '2', '0', '0', '2', '250', '0', '250', '0.672244938101731', '1\n', '130235']
['C22orf26', '2', '0', '0', '2', '37', '0', '37', '0.0496106313953604', '1\n']
['C22orf29', '2', '0', '0', '2', '9', '0', '9', '0.00435614295404578', '1\n']
['C22orf31', '3', '0', '0', '3', '37', '0', '37', '0.00586847236848482', '1\n']
['C22orf34', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['C22orf39', '2', '0', '0', '2', '134', '0', '134', '0.353860693483065', '1\n']
['C22orf43', '2', '0', '0', '2', '25', '0', '25', '0.0252431009053942', '1\n']
['C22orf46', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C2CD2L', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C2CD3', '0', '0', '0', '0', '45', '0', '45', '1', '1\n']
['C2CD4A', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['C2CD4D', '2', '0', '0', '2', '18', '0', '18', '0.0142513888939774', '1\n']
['C2CD5', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['C2ORF15', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['C2orf40', '1', '0', '0', '1', '1892', '0', '1892', '0.999999976015305', '1\n']
['C2orf42', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C2orf43', '1', '0', '0', '1', '27', '0', '27', '0.226971459122783', '1\n']
['C2orf47', '3', '0', '0', '3', '599', '0', '599', '0.913715606029521', '1\n']
['C2orf48', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C2orf49', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C2orf50', '1', '0', '0', '1', '72', '0', '72', '0.488961825351604', '1\n']
['C2orf53', '1', '0', '0', '1', '172', '0', '172', '0.796400389404629', '1\n']
['C2orf57', '1', '0', '0', '1', '32', '0', '32', '0.261708937648002', '1\n']
['C2orf62', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C2orf70', '7', '0', '0', '7', '465', '0', '465', '0.14517783551333', '1\n']
['C2orf71', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['C2orf73', '0', '0', '0', '0', '30', '0', '30', '1', '1\n']
['C2orf78', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C2orf80', '2', '0', '0', '2', '139', '0', '139', '0.370269908726943', '1\n', 'ICGC_MB174']
['C2orf81', '0', '0', '0', '0', '4', '0', '4', '1', '1\n']
['C2orf82', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C2orf83', '1', '0', '0', '1', '65', '0', '65', '0.454973260470658', '1\n']
['C2orf88', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['C2orf91', '1', '0', '0', '1', '10', '0', '10', '0.0961839986291075', '1\n']
['C3AR1', '2', '0', '0', '2', '57', '0', '57', '0.101832065547545', '1\n']
['C3orf14', '2', '0', '0', '2', '92', '0', '92', '0.212732035878698', '1\n']
['C3orf17', '2', '0', '0', '2', '70', '0', '70', '0.141067383260093', '1\n']
['C3orf18', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C3orf20', '3', '0', '0', '3', '198', '0', '198', '0.279700849986349', '1\n']
['C3orf30', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['C3orf35', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['C3orf52', '1', '0', '0', '1', '52', '0', '52', '0.385746909290813', '1\n']
['C3orf55', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['C3orf56', '2', '0', '0', '2', '37', '0', '37', '0.0496106313953604', '1\n']
['C3orf67', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C3orf70', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['C3orf72', '1', '0', '0', '1', '35', '0', '35', '0.281798268177142', '1\n']
['C3orf83', '1', '0', '0', '1', '33', '0', '33', '0.268466996505845', '1\n']
['C3orf84', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['C4A', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['C4BPB', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C4orf17', '3', '0', '0', '3', '155', '0', '155', '0.176967806123169', '1\n']
['C4orf21', '7', '0', '0', '7', '187', '0', '187', '0.00221708798368528', '1\n']
['C4orf22', '0', '0', '0', '0', '110', '0', '110', '1', '1\n']
['C4orf26', '4', '0', '0', '4', '44', '0', '44', '0.000985381777371712', '1\n']
['C4orf27', '1', '0', '0', '1', '11', '0', '11', '0.104455656809899', '1\n']
['C4orf29', '2', '0', '0', '2', '8', '0', '8', '0.00358581920946871', '1\n']
['C4orf3', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['C4orf33', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['C4orf36', '2', '0', '0', '2', '149', '0', '149', '0.402564012849744', '1\n']
['C4orf45', '2', '0', '0', '2', '75', '0', '75', '0.156904182169395', '1\n']
['C4orf50', '4', '0', '0', '4', '201', '0', '201', '0.120175996882285', '1\n', 'ICGC_MB175']
['C4orf51', '0', '0', '0', '0', '187', '0', '187', '1', '1\n']
['C5', '2', '0', '0', '2', '19', '0', '19', '0.0156569427024592', '1\n', '196865']
['C5AR1', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C5orf15', '0', '0', '0', '0', '22', '0', '22', '1', '1\n']
['C5orf20', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C5orf22', '2', '0', '0', '2', '1', '0', '1', '0.000249464731258956', '1\n']
['C5orf28', '1', '0', '0', '1', '22', '0', '22', '0.190601141178101', '1\n']
['C5orf34', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['C5orf42', '1', '0', '0', '1', '109', '0', '109', '0.636408958134929', '1\n']
['C5orf45', '1', '0', '0', '1', '544', '0', '544', '0.993408979527774', '1\n']
['C5orf46', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C5orf47', '3', '0', '0', '3', '11', '0', '11', '0.000257972712458872', '1\n']
['C5orf51', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C5orf52', '1', '0', '0', '1', '154', '0', '154', '0.759705354912489', '1\n']
['C5orf54', '1', '0', '0', '1', '44', '0', '44', '0.338848322884763', '1\n']
['C5orf58', '1', '0', '0', '1', '7', '0', '7', '0.0709082307103203', '1\n']
['C5orf60', '3', '0', '0', '3', '89', '0', '89', '0.0527498345328986', '1\n']
['C5orf66', '2', '0', '0', '2', '86', '0', '86', '0.192758204056407', '1\n']
['C6', '2', '0', '0', '2', '105', '0', '105', '0.256533482499115', '1\n', '196865']
['C6orf1', '1', '0', '0', '1', '60', '0', '60', '0.429321649377749', '1\n']
['C6orf10', '1', '0', '0', '1', '128', '0', '128', '0.694735043752223', '1\n']
['C6orf100', '1', '0', '0', '1', '103', '0', '103', '0.615770722289004', '1\n']
['C6orf118', '0', '0', '1', '2', '0', '0', '0', '0.009151065341517', '0.009151065341517\n']
['C6orf132', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['C6orf136', '0', '0', '0', '0', '13', '0', '13', '1', '1\n']
['C6orf15', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C6orf164', '2', '0', '0', '2', '118', '0', '118', '0.300465166209637', '1\n']
['C6ORF165', '3', '0', '0', '3', '235', '0', '235', '0.371633817743341', '1\n']
['C6orf195', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C6orf201', '1', '0', '0', '1', '0', '0', '0', '0.009151065341517', '1\n']
['C6orf222', '3', '0', '0', '3', '6', '0', '6', '6.16041960270521e-05', '1\n']
['C6orf223', '0', '0', '0', '0', '18', '0', '18', '1', '1\n']
['C6orf226', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['C6orf229', '1', '0', '0', '1', '25', '0', '25', '0.212623487898758', '1\n']
['C6orf52', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C7', '1', '0', '0', '1', '78', '0', '78', '0.516404267472265', '1\n']
['C7orf25', '1', '0', '0', '1', '3', '0', '3', '0.036105324929763', '1\n']
['C7orf31', '4', '0', '0', '4', '203', '0', '203', '0.123282239678216', '1\n']
['C7orf34', '1', '0', '0', '1', '26', '0', '26', '0.219830425860041', '1\n']
['C7orf50', '1', '0', '0', '1', '20', '0', '20', '0.175578762493543', '1\n']
['C7orf57', '2', '0', '0', '2', '67', '0', '67', '0.131741702737261', '1\n']
['C7orf62', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['C7orf63', '2', '0', '0', '2', '3', '0', '3', '0.000821464138581235', '1\n']
['C7orf65', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C7orf72', '1', '0', '0', '1', '42', '0', '42', '0.326575056229633', '1\n']
['C8B', '0', '0', '0', '0', '29', '0', '29', '1', '1\n', '119591']
['C8G', '0', '0', '0', '0', '29', '0', '29', '1', '1\n']
['C8orf22', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C8orf31', '2', '0', '0', '2', '4', '0', '4', '0.00122470998794798', '1\n']
['C8orf33', '2', '0', '0', '2', '0', '0', '0', '8.36643763246494e-05', '1\n']
['C8orf34', '1', '0', '0', '1', '176', '0', '176', '0.803762172180555', '1\n']
['C8orf37', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C8orf4', '0', '0', '0', '0', '2', '0', '2', '1', '1\n']
['C8orf44', '1', '0', '0', '1', '283', '0', '283', '0.926762614420256', '1\n']
['C8orf44-SGK3', '1', '0', '0', '1', '1', '0', '1', '0.0182184663067098', '1\n']
['C8orf47', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C8orf48', '0', '0', '0', '0', '143', '0', '143', '1', '1\n']
['C8orf58', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C8orf59', '1', '0', '0', '1', '59', '0', '59', '0.424048369894871', '1\n']
['C8orf74', '3', '0', '0', '3', '268', '0', '268', '0.451739883766243', '1\n']
['C8orf82', '0', '0', '0', '0', '1', '0', '1', '1', '1\n']
['C8orf87', '1', '0', '0', '1', '9', '0', '9', '0.0878360117495567', '1\n']
['C8orf88', '0', '0', '0', '0', '5', '0', '5', '1', '1\n']
['C9', '7', '0', '0', '7', '226', '0', '226', '0.00601639292541492', '1\n']
['C9orf114', '0', '0', '0', '0', '36', '0', '36', '1', '1\n']
['C9orf116', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C9orf117', '2', '0', '0', '2', '445', '0', '445', '0.916204371426727', '1\n']
['C9orf129', '2', '0', '0', '2', '443', '0', '443', '0.914952242347521', '1\n']
['C9orf131', '6', '0', '0', '6', '351', '0', '351', '0.111921001977186', '1\n']
['C9orf139', '1', '0', '0', '1', '44', '0', '44', '0.338848322884763', '1\n']
['C9orf141', '2', '0', '0', '2', '16', '0', '16', '0.0116153701258641', '1\n']
['C9orf142', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C9orf152', '1', '0', '0', '1', '8', '0', '8', '0.0794109924955475', '1\n']
['C9orf156', '1', '0', '0', '1', '81', '0', '81', '0.529568327107523', '1\n']
['C9orf163', '0', '0', '0', '0', '3', '0', '3', '1', '1\n']
['C9orf169', '0', '0', '0', '0', '0', '0', '0', '1', '1\n']
['C9orf171', '1', '0', '0', '1', '2', '0', '2', '0.0272029670944346', '1\n']
['C9orf173', '3', '0', '0', '3', '59', '0', '59', '0.0193794063239192', '1\n']
['C9orf24', '0', '0', '0', '0', '9', '0', '9', '1', '1\n']
['C9orf3', '1', '0', '0', '1', '23', '0', '23', '0.198009461640459', '1\n', 'ICGC_MB155']
